WISE Name,Catalog,GLong<br>(deg.),GLat<br>(deg.),Radius<br>(arcsec.),HII Region,Membership,VLSR<br>(km/s),Author,VLSR (Mol.)<br>(km/s),Molecule,KDAR,Dist.<br>(kpc),Err Dist.<br>(kpc),Dist. Method,RGal<br>(kpc),z<br>(pc),GLIMPSE 8um<br>(Jy),WISE 12um<br>(Jy),WISE 22um<br>(Jy),MIPSGAL 24um<br>(Jy),Hi-Gal 70um<br>(Jy),Hi-Gal 160um<br>(Jy),HRDS 3cm<br>(Jy),MAGPIS 20cm<br>(Jy),VGPS 21cm<br>(Jy)
G213.031-03.640,Q,213.031,-3.640,120,,,,,52.8,13CO,F,08.0,02.1,OG (Mol)/Kin,15.8,-506,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G213.074+00.827,Q,213.074,0.828,185,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G213.076-02.266,Q,213.076,-2.265,86,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G213.076-02.213,K,213.076,-2.213,232,TQ027; WB870,,55.5,Anderson et al. (2017),52.0,13CO,F,08.7,02.3,OG/Kin,16.5,-334,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G213.100-03.556,Q,213.100,-3.556,116,,,,,9.6;13.8;20.7;52.8,12CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G213.193-03.321,Q,213.193,-3.320,104,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G213.595-12.500,Q,213.595,-12.500,219,,G213.699-12.607; Mon R2,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G213.685-12.673,G,213.685,-12.673,221,,G213.699-12.607; Mon R2,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G213.703-12.601,K,213.703,-12.601,241,G213.699-12.607; Mon R2,G213.699-12.607; Mon R2,11.6,Quireza et al. (2006),,,,,,,09.6,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G213.717-12.500,Q,213.717,-12.500,191,,G213.699-12.607; Mon R2,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G213.833+00.618,K,213.833,0.619,159,S285,,53.20,Wenger et al. (2019),45.2,12CO,F,07.8,02.0,OG/Kin,15.6,0084,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G213.845-12.187,Q,213.845,-12.186,265,,G213.699-12.607; Mon R2,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G213.879-11.835,G,213.879,-11.835,162,,G213.699-12.607; Mon R2,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G213.918+00.378,Q,213.918,0.379,120,,,,,41.6,13CO,F,05.3,01.5,OG (Mol)/Kin,13.3,0035,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G213.923-11.800,Q,213.923,-11.800,105,,G213.699-12.607; Mon R2,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G213.938-11.800,Q,213.938,-11.800,113,,G213.699-12.607; Mon R2,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G213.954-11.600,Q,213.954,-11.600,174,,G213.699-12.607; Mon R2,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G214.010-00.615,Q,214.010,-0.615,206,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G214.052-02.095,Q,214.052,-2.094,138,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G214.250-02.461,C,214.250,-2.460,118,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G214.456-11.026,Q,214.456,-11.025,68,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G214.493-01.811,Q,214.493,-1.810,120,,,,,26.8,13CO,F,03.0,01.3,OG (Mol)/Kin,11.1,-094,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G214.504-11.018,Q,214.504,-11.017,94,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G214.582-02.668,Q,214.582,-2.667,112,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G214.627-10.938,Q,214.627,-10.937,314,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G214.635+00.770,Q,214.635,0.770,120,,,,,48.8,13CO,F,06.6,01.7,OG (Mol)/Kin,14.4,0088,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G214.665+00.742,C,214.665,0.743,413,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G214.869-02.158,Q,214.869,-2.157,112,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G214.931-02.719,Q,214.931,-2.718,112,,,,,24.0;51.5,12CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G214.934-03.495,C,214.934,-3.494,216,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G215.187+00.805,Q,215.187,0.805,179,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G215.529-03.671,Q,215.529,-3.670,97,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G215.600-03.413,Q,215.600,-3.413,97,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G215.890-02.010,Q,215.890,-2.009,120,,,,,57.6,13CO,F,08.3,02.0,OG (Mol)/Kin,16.0,-290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G216.230-00.503,Q,216.230,-0.502,191,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G216.241-02.188,Q,216.241,-2.187,102,,,,,27.4;55.0,12CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G216.429-01.720,Q,216.429,-1.719,122,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G216.673+01.122,Q,216.673,1.123,2295,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G216.729-00.113,C,216.729,-0.112,2543,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G216.780-01.040,Q,216.780,-1.040,304,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.044-00.059,Q,217.044,-0.059,99,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.198-01.500,Q,217.198,-1.500,82,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.258-00.032,Q,217.258,-0.032,75,,,,,28.8,13CO,F,03.1,01.3,OG (Mol)/Kin,11.1,-001,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.297-01.393,K,217.297,-1.392,434,S286,,"-21.0;35.7","Fich, Dahl, Treffers (1990)",,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.302-00.059,Q,217.302,-0.058,48,,,,,26.7,13CO,F,02.8,01.2,OG (Mol)/Kin,10.9,-002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.307-00.042,Q,217.307,-0.042,49,,,,,26.7,13CO,F,02.8,01.2,OG (Mol)/Kin,10.9,-002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.370-02.676,Q,217.370,-2.676,157,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.379-00.083,K,217.379,-0.083,150,G217.377-00.084,,17.9,Anderson et al. (2015b),24.9,CS,,,,,10.0,,0.00,0.00,0.00,0.00,0.00,0.00,52.76,0.00,0.00
G217.440+00.331,K,217.440,0.332,295,BFS58,,"-18.5;23.6","Fich, Dahl, Treffers (1990)",,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.497-00.008,C,217.497,-0.008,117,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.550+02.457,C,217.550,2.457,281,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.605-02.617,Q,217.605,-2.617,120,,,,,63.3,13CO,F,09.2,02.2,OG (Mol)/Kin,16.8,-420,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.629-00.178,K,217.629,-0.178,132,BFS59,BFS59,16.6,"Fich, Dahl, Treffers (1990)",26.1,12CO,,,,,09.9,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.640-00.057,C,217.640,-0.057,107,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.657-00.193,Q,217.657,-0.193,54,,BFS59,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.883-00.589,Q,217.883,-0.588,559,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.930-02.076,Q,217.930,-2.075,134,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G217.935-03.599,Q,217.935,-3.598,137,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G218.023-00.314,Q,218.023,-0.314,86,,,,,25.7,13CO,F,02.7,01.2,OG (Mol)/Kin,10.7,-014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G218.131-00.397,K,218.131,-0.396,252,S287,S287,16.3,"Fich, Dahl, Treffers (1990)",,,,,,,09.9,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G218.147-00.566,Q,218.147,-0.566,120,,,,,25.3,13CO,F,02.6,01.2,OG (Mol)/Kin,10.7,-025,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G218.197-00.391,Q,218.197,-0.391,100,,S287,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G218.672-04.411,Q,218.672,-4.410,133,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G218.737+01.850,K,218.737,1.851,215,G218.739+01.848; S288,,54.5,Balser et al. (2011),56.8,12CO,F,06.9,01.7,OG/Kin,14.6,0223,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G218.808-04.558,K,218.808,-4.557,503,S289,,"-13.5;51.1","Fich, Dahl, Treffers (1990)",,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G220.466-00.590,Q,220.466,-0.590,497,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G220.524-02.759,K,220.524,-2.759,363,G220.521-02.767; S291,,70.3,Balser et al. (2011),,,F,10.1,02.3,OG/Kin,17.5,-485,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G220.805-01.724,C,220.805,-1.724,265,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G220.903-02.499,C,220.903,-2.498,582,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G221.490-02.541,Q,221.490,-2.540,99,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G221.678-01.897,Q,221.678,-1.897,60,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G221.856-02.021,K,221.856,-2.020,242,TQ037,TQ037,38.0,Anderson et al. (2017),,,F,04.0,01.2,OG/Kin,11.8,-140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G221.955-01.993,G,221.955,-1.992,136,,TQ037,,,41.1,NH3,F,04.4,01.2,OG (Mol)/Kin,12.1,-152,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G222.078-02.243,Q,222.078,-2.243,97,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G222.096-01.981,C,222.096,-1.981,141,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G222.159-02.163,C,222.159,-2.163,180,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G222.449-00.107,Q,222.449,-0.106,295,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G222.651-01.606,C,222.651,-1.606,190,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G222.706+00.533,Q,222.706,0.533,233,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G222.738-03.413,Q,222.738,-3.412,255,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G222.745-01.642,Q,222.745,-1.641,348,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G222.854+00.984,Q,222.854,0.984,229,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G222.939+00.940,Q,222.939,0.940,229,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G223.697-02.209,K,223.697,-2.209,111,G223.699-01.923,,15.9,Quireza et al. (2006),,,,,,,09.7,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G223.765-01.861,K,223.765,-1.861,1100,G223.699-01.923; S292,,15.9,Quireza et al. (2006),,,,,,,09.7,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G223.819-02.239,Q,223.819,-2.238,118,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G224.006+00.052,C,224.006,0.052,976,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G224.149-02.913,K,224.149,-2.913,689,S293,,8.5,"Fich, Dahl, Treffers (1990)",,,,,,,09.2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G224.158+01.213,K,224.158,1.213,558,G224.183+01.230,,35.4,Anderson et al. (2015b),,,F,03.6,01.2,OG/Kin,11.3,0075,0.00,0.00,0.00,0.00,0.00,0.00,443.87,0.00,0.00
G224.274-01.136,C,224.274,-1.136,345,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G224.405-02.740,K,224.405,-2.740,368,S295,,13.9,"Fich, Dahl, Treffers (1990)",,,,,,,09.5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G224.441-02.361,Q,224.441,-2.360,135,,S296,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G224.606-02.560,G,224.606,-2.560,123,,S296,,,13.8,NH3,,,,,09.5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G224.656-02.525,Q,224.656,-2.524,123,,S296,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G224.895-02.059,K,224.895,-2.058,2966,S296,S296,14.1,Anderson et al. (2017),,,,,,,09.5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G225.470-02.587,K,225.470,-2.586,221,G225.472-02.578; S297,,1.9,Balser et al. (2011),,,,,,,08.7,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G226.800-02.824,Q,226.800,-2.824,110,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G226.957-02.470,Q,226.957,-2.469,106,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G227.760-00.127,K,227.760,-0.127,324,G227.796-00.135; S298,,51.9,Balser et al. (2011),,,F,05.5,01.2,OG/Kin,12.9,-012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G229.569+00.154,Q,229.569,0.154,77,,,,,52.8,NH3,(F),04.5,00.3,Parallax,11.9,0012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G229.598+00.159,Q,229.598,0.160,78,,,,,,,,04.5,00.3,Parallax,11.9,0012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G229.772+00.050,C,229.772,0.051,227,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G230.354-00.597,K,230.354,-0.596,114,TQ046,,69.00,Wenger et al. (2019),,,F,07.9,01.6,OG/Kin,14.9,-082,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G230.549+01.919,Q,230.549,1.919,204,,,,,47.8;62.3,12CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G230.887+01.622,Q,230.887,1.623,94,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G230.925+02.277,C,230.925,2.277,677,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G230.979+01.489,G,230.979,1.489,164,,S300,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G231.142+01.503,K,231.142,1.504,411,S300,S300,45.7,"Fich, Dahl, Treffers (1990)",,,F,04.6,01.2,OG/Kin,11.9,0119,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G231.251-00.349,C,231.251,-0.348,842,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G231.429-04.370,Q,231.429,-4.369,86,,G231.491-04.384; RCW6; S301,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G231.481-04.401,K,231.481,-4.401,511,G231.491-04.384; RCW6; S301,G231.491-04.384; RCW6; S301,54.2,Balser et al. (2011),,,F,05.6,01.2,OG/Kin,12.8,-432,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G231.521-04.300,Q,231.521,-4.299,86,,G231.491-04.384; RCW6; S301,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G231.587+01.519,Q,231.587,1.520,126,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G231.934-01.508,Q,231.934,-1.507,96,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G231.961-02.059,Q,231.961,-2.059,182,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G232.025-02.246,Q,232.025,-2.246,224,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G232.594+00.851,K,232.594,0.851,874,S302; S302; RCW7,S302; S302; RCW7,"-15.5;17.6","Fich, Dahl, Treffers (1990)",,,,01.7,00.1,Parallax,09.6,0024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G232.620+00.995,Q,232.620,0.995,74,,S302; S302; RCW7,,,16.6,CS,,,,,09.6,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G232.806+00.174,Q,232.806,0.174,157,,,,,16.2;20.0,12CO,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G233.676-00.186,Q,233.676,-0.186,59,RCW8,G233.760-00.203; S305; RCW8,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G233.727-00.318,Q,233.727,-0.317,73,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G233.753-00.193,K,233.753,-0.192,311,G233.760-00.203; S305; RCW8,G233.760-00.203; S305; RCW8,35.3,Balser et al. (2011),,,F,03.4,01.2,OG/Kin,10.9,-011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G233.830-00.180,G,233.830,-0.179,114,,G233.760-00.203; S305; RCW8,,,44.6,13CO,F,04.4,01.2,OG (Mol)/Kin,11.7,-013,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G234.227-00.309,K,234.227,-0.308,1308,S306; S306; RCW10,,"-10.3;42.8","Fich, Dahl, Treffers (1990)",,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G234.267-01.496,C,234.267,-1.496,95,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G234.576+00.833,K,234.576,0.834,196,S307,,38.1,Anderson et al. (2017),46.1,12CO,F,03.7,01.2,OG/Kin,11.1,0053,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G234.644+00.834,K,234.644,0.835,130,S307,,38.1,Anderson et al. (2017),46.8,13CO,F,03.7,01.2,OG/Kin,11.1,0053,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G234.673-00.243,G,234.673,-0.242,108,,TQ053,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G234.717-00.913,Q,234.717,-0.913,70,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G234.729-00.752,Q,234.729,-0.751,61,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G234.732+00.907,Q,234.732,0.908,60,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G234.762-00.277,G,234.762,-0.276,66,,TQ053,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G234.778-00.187,K,234.778,-0.186,558,TQ053,TQ053,38.6,Anderson et al. (2017),,,F,03.7,01.3,OG/Kin,11.1,-012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G235.052-01.529,Q,235.052,-1.529,191,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G235.387-01.653,Q,235.387,-1.653,100,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G235.604-04.035,Q,235.604,-4.034,1954,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G235.696-01.243,C,235.696,-1.242,159,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G236.162-03.551,Q,236.162,-3.550,119,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G236.592-02.165,Q,236.592,-2.164,184,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G236.710-02.312,Q,236.710,-2.311,113,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G236.803-02.226,Q,236.803,-2.225,148,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G237.232-01.066,C,237.232,-1.066,141,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G237.257-01.281,C,237.257,-1.280,125,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G237.261-01.306,Q,237.261,-1.306,46,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G237.317-01.284,C,237.317,-1.284,117,,,,,77.8,13CO,F,08.8,01.6,OG (Mol)/Kin,15.2,-197,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G237.571+01.852,C,237.571,1.853,231,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G237.752-00.958,Q,237.752,-0.958,273,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G238.485-04.282,Q,238.485,-4.281,162,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G238.588-04.198,Q,238.588,-4.198,145,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G238.910-02.142,C,238.910,-2.142,686,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G239.044-01.645,Q,239.044,-1.645,116,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G239.332-02.738,C,239.332,-2.737,150,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G239.451-02.703,C,239.451,-2.703,404,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G239.826-06.525,Q,239.826,-6.524,314,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G240.319+00.072,C,240.319,0.073,208,,,,,68.0,CS,(F),04.7,00.5,Parallax,11.6,0005,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G240.425-02.157,Q,240.425,-2.156,339,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G241.525-00.602,Q,241.525,-0.602,100,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G241.556-00.584,C,241.556,-0.583,112,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G242.549+01.446,Q,242.549,1.447,120,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G243.071+00.523,Q,243.071,0.523,160,,G243.166+00.364; S311; RCW16,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G243.175+00.520,Q,243.175,0.521,88,,G243.166+00.364; S311; RCW16,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G243.244+00.406,K,243.244,0.407,941,G243.166+00.364; S311; RCW16,G243.166+00.364; S311; RCW16,51.7,Balser et al. (2011),,,F,05.3,01.2,OG/Kin,11.9,0037,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G243.335-00.012,Q,243.336,-0.012,75,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G244.668+00.057,Q,244.668,0.058,85,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G245.296-00.308,C,245.296,-0.307,134,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G245.930+01.160,Q,245.930,1.160,133,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G246.006+01.269,Q,246.006,1.270,188,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
